Day,Weekday,🌼 Good Habit Tracking,Effectiveness,📛 Bad Habit Tracking,Productivity,Morning Exercise,Evaluation After Each Task,Meditation,Reading,Code Practice,Night Exercise,Night Reflection,Personal Project,Wake Up Time,Sleep Time,Nap Hours,Total Sleep Hours,Browsing Social Media Times,"Eating Quality (1 - poor, 5 - good)",💰 Money Spend,Good parts - achievement,Week,Date,Good Habit Tracking Calculation,Assumptions To Chellenge,Finished Todos (Fixed Number),Habit,Today Todos,Bad parts - to Improve,Total Todos,Weight,Effectiveness Ref,Finished Todos Rollup (Changes over time),Sleep Quality
Aug 16,Monday,░░░░░░ 63%,████████ 85%,⚪️⚪️⚪️⚪️🟣⚫️⚪️🔴,🚀 Productive,No,Yes,Yes,Yes,Yes,No,Yes,No,8,2,1,7,,,40,Started to use Notability for wireframes and sketchs,Week 33 (https://www.notion.so/Week-33-dbc0f004b1e348a286f61bb742be2845?pvs=21),"August 16, 2021",0.625,❌ Can I grain more knowledge from each activity I had done?,11,"❌ Leave computer by 11pm, on bed by 12am","2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-3b3c13fd82b9411db829ab92caecb11a?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-1d53a58792f745fab3a8d7ff34d9b6e2?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-1ec2624ea95749b292824fc67d681fd2?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-1973f78bf7b746189e577815b5c2e24d?pvs=21), 6 - Leetcode (https://www.notion.so/6-Leetcode-3d18d836e50846f6a24d08516bcceafd?pvs=21), 7 - Daily UI Practice (https://www.notion.so/7-Daily-UI-Practice-8811c6ab21ec4773a77d0ad7b4c0757a?pvs=21), 8 - Record 1 inspiration (https://www.notion.so/8-Record-1-inspiration-2304bd2138914236b42be8a910a0a5e8?pvs=21), 1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-3ff040bd77674869a7725ad49851f610?pvs=21), IHI Traffic Insights Dashboard Wireframe - Part 2 (https://www.notion.so/IHI-Traffic-Insights-Dashboard-Wireframe-Part-2-6a1bdb7bf123476788dae7bea4ad40a3?pvs=21), Share previous new platform landing page design to the team (https://www.notion.so/Share-previous-new-platform-landing-page-design-to-the-team-b3feacaf5f5a4615b1aa0a3fa48e6945?pvs=21), To add in Yi Tong's new chars to Singapore map report (https://www.notion.so/To-add-in-Yi-Tong-s-new-chars-to-Singapore-map-report-20581d5ee7ce4b37b27a39310504f5cd?pvs=21), Document Uploader component document page (https://www.notion.so/Document-Uploader-component-document-page-4c019e682f6940cf918c854421dc0096?pvs=21), ScribeRabbit - Clean up git repository (https://www.notion.so/ScribeRabbit-Clean-up-git-repository-83affea0652b494ab80a01b73562c5c6?pvs=21)",Spend too much time on watching Youtube,13,,0.846153846154,12,Good
Aug 15,Sunday,░░░░░░ 63%,██████ 69%,⚪️⚪️⚪️⚪️⚪️⚫️⚫️⚪️,🚀 Productive,Yes,Yes,Yes,Yes,No,No,Yes,No,7.2,2.5,0.5,5.2,,,70,Followed plan for most of the day.,Week 32 (https://www.notion.so/Week-32-3343ffa23bf9406ab27ee4f284078156?pvs=21),"August 15, 2021",0.625,Can I be more aware of what I am doing right now and what I am going to do next?,9,☑️ Evaluation daily after each activity.,"2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-66f4fc556cb04a8bb42164768b1d0857?pvs=21), 7 - Daily UI Practice (https://www.notion.so/7-Daily-UI-Practice-15268bbcf5a344ff82f7ea592e340c4c?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-a40a374c20ae42bea96b84f946c4c6c1?pvs=21), 8 - Record 1 inspiration (https://www.notion.so/8-Record-1-inspiration-71d80f81e41e4312b33319114fec7d03?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-c5050c38c9b9493c8f540a0ad0682cde?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-0110b929b1b34437a3604dfafe009ea3?pvs=21), 6 - Leetcode (https://www.notion.so/6-Leetcode-9f78599472b04ac6bffb4ca4a2abc58f?pvs=21), 1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-097552f1700a45808c9b2ee51b12717e?pvs=21), Add to repeated items - Competitor research and analyse (https://www.notion.so/Add-to-repeated-items-Competitor-research-and-analyse-59ead0f5224349eca5fb588e9403e61c?pvs=21), Paint over toilet ciling (https://www.notion.so/Paint-over-toilet-ciling-2ea4da738e55430799f405b7dcf77989?pvs=21), Try It Out, check file uploaders for Utilities Type (https://www.notion.so/Try-It-Out-check-file-uploaders-for-Utilities-Type-eeb5ee361092419a8ef5e909ed7bcd47?pvs=21), Document Uploader component document page (https://www.notion.so/Document-Uploader-component-document-page-4c019e682f6940cf918c854421dc0096?pvs=21), 30 Second takeaway from book (https://www.notion.so/30-Second-takeaway-from-book-f24edc0b5e7241a99a73b75d5c92b7de?pvs=21)",Over spent time digging in to problems while I am not in the mood.,13,,0.692307692308,10,Good
Aug 14,Saturday,░░░ 38%,██████ 60%,⚪️⚪️⚪️⚪️⚪️⚫️⚪️🔴,🚀 Productive,No,No,Yes,Yes,No,No,Yes,No,1.5,2,0,11.5,,,100,Managed to clean most of the planned tasks even half day had gone.,Week 32 (https://www.notion.so/Week-32-3343ffa23bf9406ab27ee4f284078156?pvs=21),"August 14, 2021",0.375,Can I be more aware of what I am doing right now and what I am going to do next?,9,☑️ Evaluation daily after each activity.,"2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-dde7782ade924203b8ad89f315c56ad3?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-481219287d7a408f8dcc9e8bdbee3ecf?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-423a82d254124e7486372f00b432f15e?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-44688f4ad9044fafb22c43ad7ecf87ce?pvs=21), 6 - Leetcode (https://www.notion.so/6-Leetcode-d9f03a91c00c440089f9c3145607545d?pvs=21), 7 - Daily UI Practice (https://www.notion.so/7-Daily-UI-Practice-852f09a9603d40f88f5cf5917f101365?pvs=21), 1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-5b0aa02637484b60a0d469a4f4cca5b6?pvs=21), Try it out - CV fix (https://www.notion.so/Try-it-out-CV-fix-552f59aa09e7455e8e2a6467a4a1c158?pvs=21), Try it out - NLP fix (https://www.notion.so/Try-it-out-NLP-fix-f26dfb75bd954dbaa25cb8f211be4495?pvs=21), Week 32 Review (https://www.notion.so/Week-32-Review-e45b48b8793f4eb09713cf7cb93aa22b?pvs=21), Reading materials → Knowledge Lab (https://www.notion.so/Reading-materials-Knowledge-Lab-1da26fe3acf74071a17e220aa0c789b0?pvs=21), Document Uploader component document page (https://www.notion.so/Document-Uploader-component-document-page-4c019e682f6940cf918c854421dc0096?pvs=21), Clean up Sentient.io Marketing Project Space (https://www.notion.so/Clean-up-Sentient-io-Marketing-Project-Space-5f659cd780854ddd9d98af11d1b9e9b9?pvs=21), Housework (https://www.notion.so/Housework-911ea11f5ee24b7d80e9e4d660366fbd?pvs=21), Notify Landloard to terminate the rent on 11th Oct (https://www.notion.so/Notify-Landloard-to-terminate-the-rent-on-11th-Oct-370c277f584d4691b0f7902d675d45c1?pvs=21)",Eat heavy after 8pm at night,15,,0.6,12,Good
Aug 13,Friday,░░ 25%,█████ 50%,🔵🔵⚪️⚪️⚪️⚫️⚪️🔴,🚀 Productive,No,No,No,No,Yes,No,Yes,No,9,1.5,0,7.5,,,30,Improvement on sitemap - function requirement - wireframe - mock up process,Week 32 (https://www.notion.so/Week-32-3343ffa23bf9406ab27ee4f284078156?pvs=21),"August 13, 2021",0.25,Can I be more aware of what I am doing right now and what I am going to do next?,6,☑️ Evaluation daily after each activity.,"3 - Calligraphy (https://www.notion.so/3-Calligraphy-d0845a3b92984a458adf0a244a083d49?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-ac69e51ef9d1449396482d48e49c3319?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-e8c0d9ad1de74ac48135a71e24538d19?pvs=21), 6 - Leetcode (https://www.notion.so/6-Leetcode-24e6d8ae76d94f00804fd1befcf60496?pvs=21), 7 - Daily UI Practice (https://www.notion.so/7-Daily-UI-Practice-1c34e38e4c2749eca311aa0dd8551098?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-99ca71ba8d5c4c9a9b80db45195c67c3?pvs=21), 1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-42b958caa8a24c22934c94ccbdb0370d?pvs=21), IHI Traffic Insights Dashboard Wireframe - Part 1 (https://www.notion.so/IHI-Traffic-Insights-Dashboard-Wireframe-Part-1-8bc415b4ed0646289bc41491d303d170?pvs=21), To add in Yi Tong's new chars to Singapore map report (https://www.notion.so/To-add-in-Yi-Tong-s-new-chars-to-Singapore-map-report-20581d5ee7ce4b37b27a39310504f5cd?pvs=21), Reading materials → Knowledge Lab (https://www.notion.so/Reading-materials-Knowledge-Lab-1da26fe3acf74071a17e220aa0c789b0?pvs=21), Clean up Sentient.io Marketing Project Space (https://www.notion.so/Clean-up-Sentient-io-Marketing-Project-Space-5f659cd780854ddd9d98af11d1b9e9b9?pvs=21), ScribeRabbit Uploader Use loading icon instead of progress bar. Adding a refresh button in workspace. (https://www.notion.so/ScribeRabbit-Uploader-Use-loading-icon-instead-of-progress-bar-Adding-a-refresh-button-in-workspace-23c21da6fe0446ed9113e40965c58667?pvs=21)",Over spent time on social media. Should arrange time for reading and meditation,12,,0.5,9,Normal
Aug 12,Thursday," 0%",████ 45%,🔵🔵⚪️⚪️⚪️⚪️⚪️🔴,❌ Not Productive,No,No,No,No,No,No,No,No,10,1,0,9,,,,,Week 32 (https://www.notion.so/Week-32-3343ffa23bf9406ab27ee4f284078156?pvs=21),"August 12, 2021",0,Can I be more aware of what I am doing right now and what I am going to do next?,5,☑️ Evaluation daily after each activity.,"2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-8bc7a82ad9a14906a4b2b88217047c97?pvs=21), 7 - Daily UI Practice (https://www.notion.so/7-Daily-UI-Practice-19946685deab4ecc93cc0bd8f4c33f87?pvs=21), 1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-143554851ea7433697ca1af247d0a046?pvs=21), 6 - Leetcode (https://www.notion.so/6-Leetcode-0eb466d1322146ceab2d679e9b05bcea?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-c9d3efdca0fb4b4e95140aad449b4c31?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-73f2634d13764f78aa3de1f89c87214a?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-5ad5ac28bec84b7989f3cd41f960e6fe?pvs=21), Check w Zi Jian ""Add video via URL"" function for ScribeRabbit (https://www.notion.so/Check-w-Zi-Jian-Add-video-via-URL-function-for-ScribeRabbit-0ebc14dff73e409ea5821a7dad2f8c2e?pvs=21), Try it out - CV fix (https://www.notion.so/Try-it-out-CV-fix-552f59aa09e7455e8e2a6467a4a1c158?pvs=21), Try it out - NLP fix (https://www.notion.so/Try-it-out-NLP-fix-f26dfb75bd954dbaa25cb8f211be4495?pvs=21), Document and Plan for embedding quasar component in to Vuetify (https://www.notion.so/Document-and-Plan-for-embedding-quasar-component-in-to-Vuetify-d1ff06e6e431448a993e7dd40ab6ed56?pvs=21)",,11,,0.454545454545,6,Bad
Aug 11,Wednesday,░░░░░░ 63%,█████████ 91%,🔵🔵⚪️⚪️🟣⚫️⚪️⚪️,🚀 Productive,No,No,Yes,Yes,Yes,Yes,No,Yes,9,2,2,9,,,70,"Finished majority tasks planned for today, skipped dinner",Week 32 (https://www.notion.so/Week-32-3343ffa23bf9406ab27ee4f284078156?pvs=21),"August 11, 2021",0.625,Can I be more aware of what I am doing right now and what I am going to do next?,10,☑️ Evaluation daily after each activity.,"1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-778361e4b0be496b90dcd36ad7c93beb?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-cebe55f971d347ffb3388134fe1b826b?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-b381bb53e84548ea99a50923df4df200?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-35af27752be743f98eda7164c64a1e42?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-b4a027ca33394b24b15d7616b5e9239c?pvs=21), 6 - Leetcode (https://www.notion.so/6-Leetcode-858e189a6b57468eac7751af45df9357?pvs=21), 7 - Daily UI Practice (https://www.notion.so/7-Daily-UI-Practice-9c57f2cc45644888ab6786abf46bd925?pvs=21), Check w Zi Jian ""Add video via URL"" function for ScribeRabbit (https://www.notion.so/Check-w-Zi-Jian-Add-video-via-URL-function-for-ScribeRabbit-0ebc14dff73e409ea5821a7dad2f8c2e?pvs=21), Try it out - Get type of input (https://www.notion.so/Try-it-out-Get-type-of-input-0a73d0890cf14ecb8e6d25a41f5ae6b1?pvs=21), 100 Principles (https://www.notion.so/100-Principles-034e26efa63946b18b7c683230129bd7?pvs=21), Create new workspace wireframe (https://www.notion.so/Create-new-workspace-wireframe-f2beebc17880498aa97513222b9db86a?pvs=21)",Afternoon sleep for too long,11,,0.909090909091,11,Normal
Aug 10,Tuesday,░░░░░ 50%,███████ 75%,⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,Yes,No,No,No,6.5,1.5,2,7,,,90,Finished majority part of planned tasks,Week 32 (https://www.notion.so/Week-32-3343ffa23bf9406ab27ee4f284078156?pvs=21),"August 10, 2021",0.5,Can I be more aware of what I am doing right now and what I am going to do next?,9,☑️ Evaluation daily after each activity.,"1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-ea1a0233e2ff4b63acfdad824543aa8d?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-7d18e1fc1884402294b69f612dd15ad9?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-bdbd6df6f7264e8c9cdc278b5de96bcf?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-e8dafe1e15974fd4a8d7c1e42ee725d4?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-c259a58e772844d99e0e82426717f0f7?pvs=21), 6 - Leetcode (https://www.notion.so/6-Leetcode-456e7fbc3b6d41a7ad2f0e7d5b649fd6?pvs=21), 7 - Daily UI Practice (https://www.notion.so/7-Daily-UI-Practice-0dfbc896f0184b8ab67112a23d65ea98?pvs=21), IHI Admin user functions - Add to Site Map (https://www.notion.so/IHI-Admin-user-functions-Add-to-Site-Map-36746782724448f7a9cfca79d9ec1d68?pvs=21), Video Project Card Status UI ( Processing, Pending Review, Reviewing, Reviewed) (https://www.notion.so/Video-Project-Card-Status-UI-Processing-Pending-Review-Reviewing-Reviewed-6e0ed4220392483d8abf9b479cfd2653?pvs=21), 100 Principles (https://www.notion.so/100-Principles-034e26efa63946b18b7c683230129bd7?pvs=21), Create new project for Try-It-Out page (https://www.notion.so/Create-new-project-for-Try-It-Out-page-06f112d43fad416da72691dd35997911?pvs=21), To research on Rapid API and Alogirathmia API error response  (https://www.notion.so/To-research-on-Rapid-API-and-Alogirathmia-API-error-response-683ab4645d314951aeb567414669e178?pvs=21)","Lost control of night event, sleep at 9 and wakeup at 12.30",12,,0.75,10,Normal
Aug 9,Monday,░░░░░░░ 75%,████████ 80%,⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,No,Yes,Yes,Yes,8,2,0,6,,,,"Good tasks management, finished most of the planned tasks",Week 32 (https://www.notion.so/Week-32-3343ffa23bf9406ab27ee4f284078156?pvs=21),"August 9, 2021",0.75,Can I be more aware of what I am doing right now and what I am going to do next?,8,☑️ Evaluation daily after each activity.,"1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-1c6b6b4815774898835fd66c33dbb569?pvs=21), 6 - Leetcode (https://www.notion.so/6-Leetcode-8dc3294f9af44ecf9a7d09ab2aa8f330?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-2fd01ba898e54599b511c75e574c4da8?pvs=21), 7 - Daily UI Practice (https://www.notion.so/7-Daily-UI-Practice-e5a15702367d4e489347ece8f10b34d9?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-1af2e097c557423485209fc444fe7038?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-20f3afeabb33479da3fa543efc504df6?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-918981fee60446bf8769cb58d5f5926a?pvs=21), Clean up stand-alone try it out platform - Audio APIs (https://www.notion.so/Clean-up-stand-alone-try-it-out-platform-Audio-APIs-3b9ddac43bb846d982e634e8ab356550?pvs=21), JD for 2 inters (https://www.notion.so/JD-for-2-inters-cf3a6ee4a9ae4ed6a48e83124647a289?pvs=21), Research Prototyping tools for light interactive demo and intermediate coder quick generated demo (https://www.notion.so/Research-Prototyping-tools-for-light-interactive-demo-and-intermediate-coder-quick-generated-demo-41faa21ca05a4e4293ee313a12d6063d?pvs=21)",Wake up and sleep time control,10,,0.8,8,Good
Aug 8,Sunday,░░ 25%,██████ 60%,⚪️⚪️⚪️⚪️🟣⚪️⚪️🔴,🧭 Reset Day,No,No,Yes,Yes,No,No,No,No,,,2.5,2.5,,,,"Had really good rest for today. New devices, new start",Week 31 (https://www.notion.so/Week-31-e31aa59d7504410788b7c2887f6f80d2?pvs=21),"August 8, 2021",0.25,Can I be more aware with my own time and actions?,6,"✅ Write action plan each night ","1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-62dc3d0af72644258c7710b5a19c0c5c?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-02a6758574a24e90a4a0a23aca10e3ba?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-7f74bcb2f26a4adc90a5fada82a93edd?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-1f919649df9041439d4fd439b2a900f7?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-3ab52f7cfe8449f39739e1474a4d22fb?pvs=21), 6 - Leetcode (https://www.notion.so/6-Leetcode-5434c11c065141f180e79f2bfcf6c076?pvs=21), 7 - Daily UI Practice (https://www.notion.so/7-Daily-UI-Practice-23d23ceaf4574f74ad3500a0287bfb24?pvs=21), JD for 2 inters (https://www.notion.so/JD-for-2-inters-cf3a6ee4a9ae4ed6a48e83124647a289?pvs=21), FileUploader Component Part 2 (https://www.notion.so/FileUploader-Component-Part-2-52393923c9ba46728440ec4b41bc00ef?pvs=21), Research on Chrome extension development, prepare necessary steps and timeline required (https://www.notion.so/Research-on-Chrome-extension-development-prepare-necessary-steps-and-timeline-required-5b8f4b8a3ff94c299616e435b029d84d?pvs=21)","Oversleep with snoozed alarm. Alarm clock should never be snoozed. ",10,,0.6,6,
Aug 7,Saturday,░░░░░░ 63%,███████ 73%,⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,No,Yes,No,Yes,Yes,7.5,2,1,6.5,,,,"Good self control, finished most of the tasks.",Week 31 (https://www.notion.so/Week-31-e31aa59d7504410788b7c2887f6f80d2?pvs=21),"August 7, 2021",0.625,Can I be more aware with my own time and actions?,8,"✅ Write action plan each night ","1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-c41292984c2d480ca87ba8c9458df65d?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-f78b018caddb4cb4b0849bf837e9baed?pvs=21), 7 - Daily UI Practice (https://www.notion.so/7-Daily-UI-Practice-479796e8e4764df7a7922948852f3d1a?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-5c9fc053fb7d4c469141438e67304eec?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-4ed3bb9674514c13b62a7b59e344427b?pvs=21), 6 - Leetcode (https://www.notion.so/6-Leetcode-e5d908fd0c8f4842bd7afaa4ff29fc2f?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-3b4e8ec7d507461b971fcce67784d8df?pvs=21), Study how the Video Uploader factory function works on Scribe Rabbit (https://www.notion.so/Study-how-the-Video-Uploader-factory-function-works-on-Scribe-Rabbit-db73dc42153246f6ac1dad8579cba821?pvs=21), Vue Component - Uploader Part 1 (https://www.notion.so/Vue-Component-Uploader-Part-1-55aaa7c3781a4b0caf213a4848036bac?pvs=21), Week 31 Review (https://www.notion.so/Week-31-Review-5a774c9e2c1b40c1852f16890b950c17?pvs=21), 30 Second takeaway from book (https://www.notion.so/30-Second-takeaway-from-book-a477a0a1603d4ae49b08aa323128e6fe?pvs=21)",Worked till late,11,,0.727272727273,8,Good
Aug 6,Friday,░░░░░ 50%,██████ 64%,🔵🔵⚪️🟤🟣⚪️⚪️⚪️,❌ Not Productive,No,No,Yes,No,Yes,Yes,Yes,No,9.5,1,2,10.5,10,,60,First time accepts 2 interns.,Week 31 (https://www.notion.so/Week-31-e31aa59d7504410788b7c2887f6f80d2?pvs=21),"August 6, 2021",0.5,Can I be more aware with my own time and actions?,7,"✅ Write action plan each night ","1 - Codeacademy Practice (https://www.notion.so/1-Codeacademy-Practice-3643224615344d20abbbafe192f9dbd0?pvs=21), 6 - Leetcode (https://www.notion.so/6-Leetcode-a96c18071acd4949beb684421ab0d597?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-697e64b486094d2c9de9da61107af5c5?pvs=21), 7 - Daily UI Practice (https://www.notion.so/7-Daily-UI-Practice-84889e017b5a44e590994c02ce12d897?pvs=21), 3 - Calligraphy (https://www.notion.so/3-Calligraphy-e5d5f988210748b98e51bd6f4f3f8704?pvs=21), 4 - Meditation (https://www.notion.so/4-Meditation-5ef50107a3a74ef5b65a435f0d57b9cd?pvs=21), 5 - Daily Article Reading (https://www.notion.so/5-Daily-Article-Reading-7af06778170a4856bc329a1bdf9ad652?pvs=21), Vue Component - Uploader Part 1 (https://www.notion.so/Vue-Component-Uploader-Part-1-55aaa7c3781a4b0caf213a4848036bac?pvs=21), Reading materials → Knowledge Lab (https://www.notion.so/Reading-materials-Knowledge-Lab-bac9583821324881a808f536a20d47f8?pvs=21), Factsheet, all documents update client logo, new data provider section (https://www.notion.so/Factsheet-all-documents-update-client-logo-new-data-provider-section-e9cff8564bb340e09964013e1f6d8b96?pvs=21), Research Prototyping tools for light interactive demo and intermediate coder quick generated demo (https://www.notion.so/Research-Prototyping-tools-for-light-interactive-demo-and-intermediate-coder-quick-generated-demo-41faa21ca05a4e4293ee313a12d6063d?pvs=21)","Sleep without alarm clock. Over ordering food and over eat. ",11,,0.636363636364,9,
